S/N,Coursetitle,Course Code,program,Level,Unit,Semester,Session,venue 
2736,GENERAL BIOLOGY,BIO 101,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2737,Medical Parasitology,BIO 121,Medical Laboratory Sciences,100,2,First,2023/2024,LCR2
2755,Intro to Med Lab Science,MLS 201,Medical Laboratory Sciences,200,3,First,2023/2024,LCR2
2756,Metabolism and Biosynthetic pathway I,MBC 222,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2757,GENERAL EMBRYOLOGY,ANA 205,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2758,SYSTEMIC HISTOLOGY,ANA 204,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2759,GROSS ANATOMY 1,ANA 211,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2760,GENERAL HISTOLOGY/CELL BIOLOGY,ANA 215,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2761,BIOCHEMISTRY OF BIOMOLECULES,BCH 221,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2762,INTRODUCTION TO BIOCHEMISTRY,BCH 201,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2763,BIOCHEMISTRY PRACTICAL,BCH 201,Medical Laboratory Sciences,200,1,First,2023/2024,LCR2
2764,BASIC SPIRITUAL THEOLOGY,GST 211,Medical Laboratory Sciences,200,1,First,2023/2024,LCR2
2765,PEACE STUDY AND CONFLICT RESOLUTION,GST 221,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2766,INTRODUCTION TO HUMAN PHYSIOLOGY PRACTICAL,PHYS 291,Medical Laboratory Sciences,200,1,First,2023/2024,LCR2
2767,INTRODUCTION TO HUMAN PHYSIOLOGY 1,PHYS 201,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2768,INTRODUCTION TO BIOSTATICS,STAT 201,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2769,INTRODUCTION TO ENTREPRENEURSHIP,GST 223,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2770,GENERAL EMBRYOLOGY,ANA 205,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2771,General Biochemistry,BCH 211,Medical Laboratory Sciences,200,2,First,2023/2024,LCR2
2772,PRACTICAL TO INTRODUCTION TO MEDICAL LAB SCIENCE,MLS 291,Medical Laboratory Sciences,200,1,First,2023/2024,LCR2
2773,INTRODUCTION TO HUMAN PHYSIOLOGY PRACTICAL,PHYS 291,Medical Laboratory Sciences,200,1,First,2023/2024,LCR2
2787,Fundamentals of Chemical Pathology,MLS 301,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2788,Fundamentals of Parasitology,MLS 321,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2789,Fundamentals of Histopathology,MLS 331,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2790,Fundamentals of Microbiology,MLS 341,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2791,Fundamentals of Immunology,MLS 351,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2792,Laboratory Posting,MLS 391,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2793,Fundamentals of Immunology,MLS 351,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2794,Laboratory Posting,MLS 391,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2795,ENDOCRINLOGY AND REPRODUCTIVE PHYSIOLOGY,PHS 301,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2796,General Principle of Pharmacology,PHA 301,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2797,Entrepreneurship Advanced Skills,GST 311,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2798,NEURO- ANATOMY,ANA 311,Medical Laboratory Sciences,300,2,First,2023/2024,LCR2
2811,Introduction to theology and theological method,B-DT 100,Sacred Theology,100,3,First,2023/2024,LCR2
2812,Fundamental Moral Theology,B-MT 105,Sacred Theology,100,3,First,2023/2024,LCR2
2813,Introduction to old testament,B-ST 102,Sacred Theology,100,3,First,2023/2024,LCR2
2814,The Mystery of the Living God,B-DT 121,Sacred Theology,100,3,First,2023/2024,LCR2
2815,Patrology,B-PT 124,Sacred Theology,100,3,First,2023/2024,LCR2
2816,Introduction to Latin,B-LT 132,Sacred Theology,100,2,First,2023/2024,LCR2
2817,NEW TESTAMENT GREEK 1-11 YEAR LONG,B-ST 103,Sacred Theology,100,3,First,2023/2024,LCR2
2818,THEOLOGICAL VIRTUES,B-S 606,Sacred Theology,100,4,First,2023/2024,LCR2
2819,FUNDAMENTAL THEOLOGY,B-DT 110,Sacred Theology,100,3,First,2023/2024,LCR2
2820,INTRODUCTION TO CANON LAW,B-JC 129,Sacred Theology,100,3,First,2023/2024,LCR2
2821,SACRAMENTS: THE WORD MADE FLESH,B-S 608,Sacred Theology,100,4,First,2023/2024,LCR2
2822,INTRODUCTION TO SACRED SCRIPTURE,B-ST 101,Sacred Theology,100,4,First,2023/2024,LCR2
2823,BIBLICAL HERMENEUTICS & METHODS,B-ST 204,Sacred Theology,100,3,First,2023/2024,LCR2
2824,CHRISTOLOGY,B-DT 203,Sacred Theology,100,3,First,2023/2024,LCR2
2825,MARIOLOGY,B-DT 206,Sacred Theology,100,3,First,2023/2024,LCR2
2826,THEOLOGICAL ANTHROPOLOGY,B-DT 226,Sacred Theology,100,3,First,2023/2024,LCR2
2827,INTRODUCTION TO ISLAM,B-RL 229,Sacred Theology,100,3,First,2023/2024,LCR2
2828,SEXUAL ETHICS & HUMAN SEXUALITY,B-MT 223,Sacred Theology,100,3,First,2023/2024,LCR2
2829,HISTORY OF THE MEDIEVAL CHURCH,B-CH 222,Sacred Theology,100,3,First,2023/2024,LCR2
2873,CHRISTOLOGY,B-DT 203,Sacred Theology,200,3,First,2023/2024,LCR2
2874,PROPHETIC BOOKS,B-ST 211,Sacred Theology,200,3,First,2023/2024,LCR2
2875,MARIOLOGY,B-DT 206,Sacred Theology,200,3,First,2023/2024,LCR2
2876,INTRODUCTION & SPIRITUALITY IN ATR,B-ST 221,Sacred Theology,200,3,First,2023/2024,LCR2
2877,CANON LAW: PEOPLE OF GOD,B-JC 218,Sacred Theology,200,3,First,2023/2024,LCR2
2878,THEOLOGICAL ANTHROPOLOGY,B-DT 226,Sacred Theology,200,3,First,2023/2024,LCR2
2879,INTRODUCTION TO ISLAM,B-RL 229,Sacred Theology,200,3,First,2023/2024,LCR2
2880,HISTORY OF THE MEDIEVAL CHURCH,B-CH 222,Sacred Theology,200,3,First,2023/2024,LCR2
2881,SEXUAL ETHICS & HUMAN SEXUALITY,B-MT 223,Sacred Theology,200,3,First,2023/2024,LCR2
2882,LAUDATO SI,B-S 613,Sacred Theology,200,4,First,2023/2024,LCR2
2883,BIBLICAL HERMENEUTICS,B-ST 204,Sacred Theology,200,3,First,2023/2024,LCR2
2884,ETHICS OF THE OLD TESTAMENT,B-ST 611,Sacred Theology,200,4,First,2023/2024,LCR2
2885,BIBLICAL HERMENEUTICS,B-ST 204,Sacred Theology,200,3,First,2023/2024,LCR2
2886,BIBLICAL HERMENEUTICS & METHODS,B-ST 204,Sacred Theology,200,3,First,2023/2024,LCR2
2913,Communication in English,GST 111,Computer science Education,100,2,First,2023/2024,LCR2
2914,Ethics,VUA-ETH 171,Computer science Education,100,1,First,2023/2024,LCR2
2915,Ethics,VUA-ETH 171,Computer science Education,100,1,First,2023/2024,LCR2
2916,Introduction to Teaching and Foundations of Education,EDU 101,Computer science Education,100,2,First,2023/2024,LCR2
2917,Introduction to Computer Science,CSC 101,Computer science Education,100,2,First,2023/2024,LCR2
2918,ELEMENTARY MATHEMATICS 1,MTH 101,Computer science Education,100,2,First,2023/2024,LCR2
2919,GENERAL PHYSICS I,PHY 101,Computer science Education,100,2,First,2023/2024,LCR2
2920,General Practical Physics I,PHY 107,Computer science Education,100,1,First,2023/2024,LCR2
2921,General Chemistry 1,CHM 101,Computer science Education,100,2,First,2023/2024,LCR2
2922,General Chemistry 1,CHM 101,Computer science Education,100,2,First,2023/2024,LCR2
2923,GENERAL BIOLOGY I,VUA BIO 101,Computer science Education,100,2,First,2023/2024,LCR2
2924,INTRODUCTION TO SOFTWARE ENGINEERING,VUA-CSC 105,Computer science Education,100,2,First,2023/2024,LCR2
2925,SYSTEM ANALYSIS AND DESIGN,VUA-CSC 107,Computer science Education,100,2,First,2023/2024,LCR2
2926,Foundation of Education (History And Sociology),EDU 121,Computer science Education,100,2,First,2023/2024,LCR2
2927,Elementary Mathematics I,MTH 101,Computer science Education,100,2,First,2023/2024,LCR2
2939,Communication In English,GST 111,Medicine and Surgery,100,2,First,2023/2024,LCR2
2940,Ethics,VUA-ETH 171,Medicine and Surgery,100,2,First,2023/2024,LCR2
2941,Elementary Mathematics I,MTH 101,Medicine and Surgery,100,2,First,2023/2024,LCR2
2942,GENERAL PHYSICS I,PHY 101,Medicine and Surgery,100,2,First,2023/2024,LCR2
2943,GENERAL PRACTICAL PHYSICS I,PHY 107,Medicine and Surgery,100,1,First,2023/2024,LCR2
2944,General Biology 1,BIO 101,Medicine and Surgery,100,2,First,2023/2024,LCR2
2945,GENERAL BIOLOGY PRACTICAL 1,BIO 107,Medicine and Surgery,100,1,First,2023/2024,LCR2
2946,GENERAL CHEMISTRY I,CHM 101,Medicine and Surgery,100,2,First,2023/2024,LCR2
2947,General Chemistry Practical I,CHM 107,Medicine and Surgery,100,1,First,2023/2024,LCR2
2948,Introduction to Computer Science,CSC 101,Medicine and Surgery,100,2,First,2023/2024,LCR2
2949,Medical Parasitology,BIO 121,Medicine and Surgery,100,2,First,2023/2024,LCR2
2950,Introduction to Medicine,VUA-MED 101,Medicine and Surgery,100,1,First,2023/2024,LCR2
2962,Introduction to Teaching and Foundations of Education,EDU 101,Religious Education,100,2,First,2023/2024,LCR2
2963,Communication in English,GST 111,Religious Education,100,2,First,2023/2024,LCR2
2964,Ethics,VUA-ETH 171,Religious Education,100,1,First,2023/2024,LCR2
2965,Introduction to the Study of Religion,RIS 111,Religious Education,100,2,First,2023/2024,LCR2
2966,Survey of African Traditional Religion,RIS 121,Religious Education,100,2,First,2023/2024,LCR2
2967,Sources of Christianity,RIS 131,Religious Education,100,2,First,2023/2024,LCR2
2968,Introduction to Social Anthropology of Religion,RIS 151,Religious Education,100,2,First,2023/2024,LCR2
2969,Introduction to Islam,RIS 141,Religious Education,100,2,First,2023/2024,LCR2
2970,Methods of Teaching and Approaches of Teaching CRS,CED 101,Religious Education,100,2,First,2023/2024,LCR2
